trip_id,start_time,end_time,headway_secs,exact_times
a8cdf886-aa1f-41ea-95c1-fd24a5689989,28:00:00,29:00:00,1800,0
84f0db06-2be9-4090-9896-40996ee1fc04,22:00:00,28:00:00,3600,0
478a925e-fa79-4e2e-9b25-fe0187618aff,22:00:00,23:00:00,1800,0
d1597b4c-04db-4dfc-9fd6-379ca9ffcacb,09:00:00,12:00:00,1200,0
9f535d43-ed0d-4cf4-8ecc-0145ce23d9c9,24:00:00,25:00:00,1200,0
d808f5fc-60e3-4d86-bfa6-ab014fd78e98,22:00:00,23:00:00,1800,0
34fd20e9-72cd-4ebf-b5be-8f27da42d15a,28:00:00,29:00:00,900,0
4fedbc98-4b1e-48bf-af74-79c7c7457bb4,23:00:00,27:00:00,3600,0
bd1562fb-275f-4033-81ce-98ec68d652ed,24:00:00,25:00:00,1800,0
d221da00-4e2a-48f6-89ba-f869924e3f2f,17:00:00,18:00:00,900,0
f942809c-d0a4-45cc-80a5-e8da108c0aa9,18:00:00,21:00:00,1200,0
90d72936-443c-42cd-90d6-0331cf4a25ec,05:20:00,18:40:00,4800,0
5d15bacb-b420-4fd0-a010-0023e3cdcffc,04:00:00,04:40:00,1200,0
ef8b4dc0-7b68-4f21-878d-1d6e8a889080,11:00:00,12:00:00,900,0
8681e0ec-9cf5-4f74-b56a-f1443f5e8474,24:00:00,25:00:00,1800,0
071ac67f-cbb4-40b6-bfa4-229d6a7733dd,25:00:00,29:00:00,3600,0
65016d98-f82f-47b7-b393-cb3fe69e6bfd,22:00:00,28:00:00,3600,0
8aa04494-c8c3-49bc-a693-b8c13c1c1d25,23:00:00,28:00:00,3600,0
c071ec49-72fe-4748-8754-a0fc512f62a6,28:00:00,29:00:00,1800,0
7301d3e8-afbe-438c-83ee-3cc4a461399f,23:00:00,28:00:00,3600,0
903ed7ba-7806-4e39-bc4d-37b1b9264e99,18:00:00,21:00:00,1080,0
64d4a698-f6a9-4d45-bb79-932c55c8b1a7,15:00:00,15:48:00,480,0
60448aa0-8548-4135-9347-ce5b04788f9a,04:00:00,19:00:00,3600,0
6abf6b6d-b3bb-4bc2-b939-4d3e92c8a46a,07:00:00,09:00:00,900,0
37a3cca2-3598-42d8-97f6-cf70a63e0b01,15:00:00,16:00:00,1800,0
fbe6f72d-87ae-444d-aea5-68ed855dec18,12:00:00,14:00:00,1200,0
a92486b2-8fec-4684-85f9-3bbefcb5110f,20:40:00,21:00:00,1200,0
8188767c-a857-4da1-ad14-f786abaac2e6,18:00:00,23:00:00,3600,0
4f710ee5-6d42-4aba-beb3-d50ea72ff0d9,25:00:00,26:00:00,1800,0
c11944b3-b8a8-471a-a21e-62436d40bac6,23:00:00,29:00:00,3600,0
df63280e-4f8f-40a0-af22-29684a852b95,19:00:00,20:00:00,1800,0
f62976b0-b1f7-4f1e-9a6f-afede7f44b1b,23:00:00,29:00:00,3600,0
7b4da3ff-cb39-4604-bd67-90a972cdc95a,18:00:00,19:00:00,900,0
f96dd0ef-9245-437e-a355-63c537d39bca,03:00:00,05:00:00,3600,0
050910cc-807c-449f-bc65-91ccfe5af476,23:00:00,28:00:00,3600,0
d1c33acb-13d7-4c72-a0ef-adc2ef64804d,22:00:00,23:00:00,1800,0
db2d1814-2440-4e0e-a050-f3b63247d8dc,28:00:00,29:00:00,1800,0
bc96c3ee-0fda-4c4c-9ef7-d44791f7e4d1,11:00:00,13:00:00,1200,0
2393bf4c-9ce5-4706-a181-bafea4f92584,05:00:00,06:00:00,3600,0
c97bf1a9-12f6-4d0a-8bb9-075476592a54,26:00:00,29:00:00,3600,0
d8895c74-3ecf-4146-a44c-21b52b5a45a3,22:00:00,28:00:00,3600,0
ffba97bf-6b75-44c6-94ec-5371da56134a,23:00:00,24:00:00,3600,0
7e48267c-fa45-4344-85c8-57a40bfc78f7,23:00:00,24:00:00,3600,0
f05ede7f-d788-4b15-b524-bed7c25d532c,23:00:00,29:00:00,3600,0
64e193ab-8e60-4abf-8eef-1bd76b16ba68,24:00:00,29:00:00,3600,0
12d190ee-f548-47d3-afd0-f7be68544406,08:00:00,11:00:00,1200,0
8efada6a-1fd3-4683-ad83-79cac532a2a2,06:00:00,07:00:00,600,0
fa5eb233-acb9-49ec-8052-311c667d415a,04:00:00,05:00:00,3600,0
9d461d38-c988-400c-9e89-4ac7b23116dc,19:00:00,20:00:00,1200,0
ee3c02cb-a284-4390-8d2c-f541812ea44a,21:00:00,22:00:00,3600,0
360f6d82-d050-45e4-a6e8-100615d0ac7b,03:00:00,04:00:00,3600,0
100d7d7e-5f08-4534-9a99-3319783ee8be,05:00:00,06:00:00,600,0
6ce3c81f-2a37-45e2-bda4-7bd8795bb526,24:00:00,25:00:00,1800,0
d6198fbb-d3f6-4394-af1b-f4df7f91c446,20:00:00,22:00:00,3600,0
1e0cbdce-b8d6-4160-a0a6-ce2b43b51aa2,23:00:00,25:00:00,3600,0
a096bef7-79bc-4826-abf2-648d549a51f9,16:00:00,17:00:00,900,0
642df766-f0ef-4a42-81ce-789cc53d524d,05:00:00,06:00:00,1200,0
0a0c89d2-c162-4816-8d62-999c5fb54061,18:00:00,19:00:00,1800,0
d9709281-968c-475b-9a61-14f3fe5569d7,07:00:00,08:00:00,1200,0
4f17f38b-c630-4bb0-9ca9-f65eef8dcfd1,08:36:00,09:00:00,1440,0
c4449f23-2356-467b-aea6-bf7309b4a014,13:00:00,15:00:00,900,0
3cbc583d-2f11-4991-93b0-0d81705184ac,15:00:00,15:40:00,600,0
e8dbc2e3-9707-4240-98d1-d8d93efc1113,08:36:00,09:00:00,1440,0
5cfbf56c-2818-467a-9226-3d3f279c49d9,18:00:00,19:00:00,900,0
f125a58b-6717-46c0-b9ab-9a09da17f4ab,03:00:00,04:00:00,3600,0
dd382ad5-60f7-4f3a-8be3-8d167224f82e,11:00:00,12:00:00,900,0
60b354ff-7434-46e4-8e6c-1ff8f3ea5fb0,04:00:00,06:00:00,1800,0
38ca7f55-26cd-431e-971e-0d21335913cc,06:48:00,08:00:00,720,0
4285ae69-39aa-4b53-ad72-2af6911e471a,08:00:00,09:00:00,900,0
a7030451-1d29-450c-85aa-e4112c111f01,16:00:00,18:00:00,1800,0
5a76d27e-4976-4d0f-92f2-eba786b0236c,07:00:00,08:00:00,1800,0
9fa4289d-dc89-465a-8dbf-b8eab3d3c93c,04:00:00,04:32:00,1920,0
a4627462-04e7-46c4-a0bd-72bfe520daf9,12:50:00,15:42:00,2580,0
21fe94a9-5fc3-42d7-b9a8-e815bc513a98,09:00:00,11:00:00,3600,0
6ad55795-38c5-4a81-a095-9c2fe6013d98,08:00:00,11:00:00,1800,0
7b90df14-6c56-4877-9d82-48d3e82655af,05:48:00,06:00:00,720,0
f36dc08d-dc1e-4e8d-ae18-7516e9ec5ccc,21:00:00,24:00:00,3600,0
5c2983e2-afc7-4d50-b41d-8fbc2271e853,12:00:00,13:00:00,720,0
cb0a9507-04ba-4e17-804e-a7a8ed9b88f9,17:00:00,19:00:00,3600,0
b8a442fe-5b0c-4241-9956-d1181bf92a23,18:00:00,21:00:00,1800,0
60c96696-3416-4d9b-861d-301b2b16cd5d,06:00:00,09:00:00,1800,0
04b52b8e-f5e9-45b9-adde-31a4bfb7d570,25:00:00,29:00:00,3600,0
833bda68-917c-414c-a072-8b4086b612e8,28:00:00,29:00:00,1200,0
b8dde026-77bb-4988-a8f0-9c57d635608e,23:00:00,24:00:00,3600,0
f203993c-8b3a-40ed-8800-5336e26f5210,22:00:00,29:00:00,3600,0
51b0db8d-0256-4fd4-aff1-1401ad4af02a,22:00:00,23:00:00,1800,0
9f28c054-a0cc-4e4e-a5d8-f5e981519d16,23:00:00,29:00:00,3600,0
383549b1-63a8-438f-bd97-74753afc0d1f,23:00:00,28:00:00,3600,0
073eac50-4b5a-4291-9b73-256119647129,23:00:00,29:00:00,3600,0
5a2ef3f1-27e8-4cf3-a201-64ef5f10c25c,23:00:00,29:00:00,3600,0
ef3e499d-d267-4ab2-a189-4362eeb7ade6,05:00:00,06:00:00,1200,0
578d8d34-ce51-48fe-aed9-cbfdd9b5d301,17:36:00,18:00:00,1440,0
5e407a4d-d8f4-48d8-ae4b-d0bd0c9528d8,08:00:00,12:00:00,1800,0
287f8087-89d8-4e0e-aed3-055ef944480c,04:00:00,05:00:00,1800,0
0f85870f-8742-4445-a41a-5498ca0355af,10:00:00,11:00:00,1800,0
f6f9588d-4f11-4d45-a165-470fcd06e484,22:00:00,27:00:00,3600,0
0750c517-ac63-46e7-8239-c0b395aba73b,03:00:00,05:00:00,3600,0
6220f7cc-b2e9-4405-b737-8143c5f97b1c,06:00:00,08:36:00,780,0
86586466-15a5-4906-9792-950bfa1578bb,13:00:00,15:00:00,1200,0
fecf5e28-0344-472b-9b64-ba2f080d1d60,16:00:00,18:00:00,720,0
61349026-92a2-4599-8e26-18b7c8953eff,15:00:00,18:00:00,900,0
f7a3ee7d-bcfc-4978-bb84-d5456113f78c,05:48:00,06:00:00,720,0
ec5e3602-a93f-46d9-b585-5cde4fb70396,06:00:00,06:48:00,480,0
19a9bbd9-c4c3-4ac1-b840-2c5abbf7eff8,09:00:00,11:00:00,1200,0
2ec9ea68-3302-4281-8ae3-33d2bec735e4,09:04:00,11:10:00,2520,0
7994e2d4-537b-4964-866d-4ded29c3c259,11:10:00,12:50:00,3000,0
bc0b99ce-aeb6-484a-b0b8-7adb03d4e1a0,05:04:00,08:00:00,480,0
ecb25bcf-b7bc-4853-a1c9-f5f8d8c631d1,18:00:00,19:00:00,900,0
5bcbec9d-de20-40d9-86d6-31751d0b888b,21:00:00,22:00:00,1800,0
e6ac3a4d-9576-4d5a-b285-a8d7557fcfce,06:00:00,07:00:00,1800,0
04e7b58c-80a4-4bc9-803e-bb524fe226c3,04:00:00,22:00:00,3600,0
05ec7229-030d-4d7d-81bf-a6c3867e7368,07:00:00,21:00:00,3600,0
3a3736f5-beb8-4f67-91d9-32a1c2143ea6,21:00:00,23:00:00,1800,0
9f5cbbd6-42d3-4d14-a83d-a2d99e5663fd,12:00:00,14:00:00,1200,0
c1a1b143-bc23-4f9b-a0f6-f1ae481a7de4,06:00:00,19:00:00,3600,0
6c2cf51b-41f5-4bda-8752-4e1e3c584160,17:00:00,19:00:00,1800,0
8813ffd8-2564-46cb-add2-e7ad020146c6,24:00:00,29:00:00,3600,0
3bf02d01-e03c-4a54-a20d-1f9258aa5d6e,06:00:00,11:00:00,1800,0
209b6658-4245-48ad-8877-646523590304,06:00:00,07:00:00,720,0
33e54a48-6a3c-4db8-98b3-6cbd50334d01,15:00:00,17:36:00,780,0
22e122a2-b7c2-44dc-a411-a70dab34b7df,23:00:00,28:00:00,3600,0
c999c58d-b13c-493d-a0da-5279dc7db92c,22:00:00,23:00:00,1800,0
14d37e36-7298-4bd1-bf30-fb0bbc8c11b6,17:45:00,19:00:00,900,0
52f0cca9-57f2-40bc-bf19-cd90d8d484d3,07:00:00,07:48:00,480,0
d5d8becb-d5a5-4e1e-8948-0c76a4d7fab4,08:00:00,09:00:00,900,0
c7b0327c-5e44-4b80-b91d-1d0cbd9d79c6,07:00:00,08:00:00,900,0
8cf76f64-baff-4830-8c19-f1beacf293a9,23:00:00,24:00:00,3600,0
3e0f27f5-fdd5-422d-b4d1-d5d5bb03c646,12:00:00,13:00:00,900,0
9b48e17c-6040-4c22-b056-70f4fe6361bb,23:00:00,29:00:00,3600,0
aadac33f-7c1b-4bee-8364-d8576495f506,16:00:00,18:00:00,720,0
80d650bb-81bc-4206-98df-b7bc38248da8,23:00:00,25:00:00,3600,0
e2eeeaca-7ff0-490e-b63f-5ce5b91c7400,23:00:00,28:00:00,3600,0
f1dffc3c-6741-41e6-82ea-7b96b3323d2e,23:00:00,28:00:00,3600,0
57fda530-9c9f-4416-a738-d001c9fab218,06:00:00,07:00:00,720,0
40f818d5-f45f-4960-8407-a6fced45bf76,20:00:00,24:00:00,3600,0
10c79c6c-97ef-44ec-afd2-e43a30cbad5d,08:00:00,12:00:00,600,0
23ecd1fd-2a4c-437b-946e-51f4a7690ad7,22:00:00,29:00:00,3600,0
b64ea9c7-e8b3-4e6e-afa2-fafd7b1950c9,20:00:00,22:00:00,1800,0
cc1595bb-bdbe-472a-8281-879d848ee7bd,20:00:00,21:00:00,1800,0
80102024-c225-4130-a6fc-92635abe2265,23:00:00,28:00:00,3600,0
aa0de4b5-e510-4cf0-ab6e-a98eb816be32,27:00:00,28:00:00,1800,0
3f83399e-185d-46c3-9271-24f185af0267,23:00:00,28:00:00,3600,0
6b061d9e-88f6-4938-be58-46b1bbe99347,09:00:00,10:00:00,900,0
addf02e1-1572-461f-84ae-5cbb88523fad,12:00:00,13:00:00,1800,0
092d2964-8c0d-4b85-bbbc-eeb02a5ef6b7,23:00:00,28:00:00,3600,0
8662b4d0-bee0-41dc-b111-ff58bb21a571,04:00:00,05:00:00,3600,0
fe87f500-f0c6-48d9-8074-e093e0e7e042,06:48:00,08:00:00,720,0
7df10410-5957-4c86-8475-1be4ca2d7297,13:00:00,15:00:00,1800,0
3a6adb2e-b0d6-48e4-9e35-09a954ed9bb1,11:00:00,12:00:00,1200,0
94911b11-b043-42c4-85ff-fa956df7c354,08:00:00,10:00:00,1200,0
420012c1-43b2-490a-9598-b8349824c891,18:00:00,19:00:00,720,0
323069e4-6472-415f-ac14-86a19bcec504,05:00:00,06:00:00,1800,0
49684ff0-1966-4189-8982-5a7d99648e6a,06:00:00,09:00:00,900,0
1c63c493-8aa7-4d3f-85e0-aaf5aa491597,14:00:00,15:00:00,1800,0
642ed563-6e21-4e95-b4ca-cf418561e280,28:00:00,29:00:00,1800,0
ace0fd63-504b-4b99-92ef-6416d4ed97fb,13:00:00,16:00:00,1200,0
c3b43d27-a6bb-489f-9d06-7f8975fa26fe,16:00:00,17:00:00,720,0
f5070533-3776-4a72-beed-8f570255bc1f,05:00:00,06:00:00,1200,0
0fd1ecb3-64f2-4e98-a3b3-61d02c5d7e52,04:32:00,07:36:00,2760,0
7074d224-e57e-40ca-aa69-96262f9b3adc,15:42:00,22:21:00,3420,0
a73e2b7b-ef39-412a-8268-10fa5138efab,13:00:00,14:00:00,1200,0
25c16bf5-edc6-46d2-b7a9-c6535047f4d3,18:00:00,19:00:00,720,0
9fc37472-97eb-4e1a-a731-23bed7de466c,06:00:00,07:00:00,720,0
34330136-ca18-4b6e-a373-7ca61521c55e,07:36:00,09:04:00,2640,0
669ca0e5-a218-4b0c-bf59-e5b5c42344fc,12:00:00,13:00:00,1800,0
23007add-8068-4f6e-9f08-3d2660b3e14e,14:00:00,15:00:00,1800,0
01546587-2061-48fd-a50c-61d9c87fc551,21:00:00,22:30:00,1800,0
4a1c41d2-62f1-4fce-8b98-e220a00e4ee5,18:00:00,20:34:00,1320,0
87628160-f603-41df-b0fc-8ef714c2c656,20:34:00,21:00:00,1560,0
dd36664a-7c5b-43b9-8e6c-7fac6f935c4b,21:00:00,23:00:00,3600,0
1040dfd7-5a4f-4b20-99b2-9f2bbf67f9e5,15:00:00,15:48:00,480,0
ac9e02db-84e3-46ef-8cbd-e50d8b0f5e96,15:48:00,16:00:00,720,0
34fe5c6b-fa78-488a-afc1-be8829263030,19:00:00,20:00:00,900,0
83627f4e-bcdf-4f7e-984d-a066b3c5942f,08:00:00,20:00:00,1800,0
3c24fcea-cf0f-45e2-b7e6-777438cbeb47,15:00:00,17:36:00,720,0
3f37c1ec-7c30-46f1-887a-d368d09cc543,20:00:00,21:00:00,1800,0
7df1aa2b-e995-4a74-972a-09ff457dc6ca,12:00:00,15:00:00,360,0
60c42f1c-a963-48cc-a8e4-d3b106391a27,06:00:00,06:48:00,480,0
bf32cfe4-6503-4951-8a3f-73b2ab0da04f,20:00:00,21:00:00,720,0
29833262-dbc8-4c40-8ef8-fa983036d28d,23:00:00,24:00:00,900,0
d7008c98-4d3a-4e51-ad21-fac24f695f1c,26:00:00,29:00:00,3600,0
f3df9c2a-79a1-45c5-a1e8-d7fec390fa0b,28:00:00,29:00:00,1200,0
e1581811-6576-4d6c-adf3-4f98f53bebc4,22:00:00,28:00:00,3600,0
045ad106-7a22-418d-acc5-74db45eec51b,19:00:00,20:00:00,1200,0
70f87c46-6662-4e9c-92c7-7e100337a547,16:00:00,17:00:00,900,0
28756f01-9f99-47c7-a9a1-ee6706ab313a,20:00:00,24:00:00,3600,0
084dd5ad-2bb2-4b19-88fe-d3dce1f41558,14:00:00,15:00:00,900,0
f3f419a6-cbd6-41f1-9b71-a94ef7296af3,21:00:00,25:00:00,3600,0
3a5f66d8-1b91-41a0-8b08-fb16d083e776,12:00:00,13:00:00,900,0
011e9604-894e-4b64-82c1-05d2074421e8,03:00:00,04:00:00,1200,0
f988c6dc-66cd-4bc0-8cd4-8fa8132e88bd,27:00:00,28:00:00,1800,0
ec78d014-c948-448e-bd4d-852560a82b50,22:00:00,23:00:00,1800,0
dadfe966-4c71-4975-a0b1-287f4c8fa756,06:00:00,11:00:00,1200,0
84ab5e47-b388-478c-9830-1003e143243a,20:48:00,22:00:00,720,0
3e011224-5d31-4b4b-9907-e2c3375752a7,04:00:00,05:00:00,900,0
054d9c67-9b57-4e8f-9791-5327958841f8,05:00:00,06:00:00,300,0
1f11df02-7093-402b-9b29-98eb93268712,06:00:00,20:00:00,3600,0
c997780d-e5c7-4dca-9345-04de542a9e48,28:00:00,29:00:00,1800,0
a157fbb7-d6d8-4e83-9b2e-33cdcb92ab9d,09:00:00,10:00:00,720,0
39b4f7ad-8a64-446f-965c-83815aa8a508,23:00:00,24:00:00,900,0
f7d30406-c573-48f4-a1d6-13a16ae4b271,24:00:00,25:00:00,1200,0
789201b6-15a2-4bd6-942b-e90c0b0d168a,23:00:00,29:00:00,3600,0
5f47226b-3c9a-4218-8a5a-ea6f6636244f,10:00:00,15:00:00,900,0
614f739d-b3a0-4c52-817a-9bc0420d69ba,24:00:00,29:00:00,3600,0
d9f3fe2c-4c2e-4b36-b05e-e3f85359162b,14:00:00,17:00:00,1800,0
43435428-2122-4a65-b0b0-b3950a9e98c3,09:00:00,10:00:00,1200,0
279fe7ce-4c97-440a-ad26-95826378ee53,23:00:00,25:00:00,1200,0
153f58e3-0a9a-4b1a-9c7d-f694e537a9fa,25:00:00,29:00:00,3600,0
ca267d17-36f1-46d9-9450-eea5d08f6aa8,14:00:00,15:00:00,900,0
25bfb17f-f39d-45ce-a2ac-163aa0823894,22:00:00,23:00:00,1800,0
aceeab46-9dd7-41a2-9043-fd8128fafd64,23:00:00,29:00:00,3600,0
c0f3d711-b085-463d-92ee-3fac34e8e4a3,22:00:00,23:00:00,1800,0
663e6cfd-bac5-49ca-8243-73e3e81f0052,21:40:00,22:40:00,900,0
b84f3f32-d2ce-4cef-bd1f-8eb64a4d2efb,19:00:00,20:00:00,1200,0
b47d2cc7-f5ea-497e-8368-33f1d7957d52,16:00:00,16:48:00,480,0
cc1d36d1-886c-4d9f-84f7-e815c9d86254,16:48:00,17:00:00,720,0
6e1997bb-2719-40bf-8362-e2d4369d9a9e,22:00:00,25:00:00,3600,0
713785bb-011d-4611-adea-36b89e9e531a,12:00:00,15:00:00,1200,0
87d49b43-169d-4756-9950-1f7d60983afb,18:00:00,20:34:00,1320,0
6c9601c9-0db2-4fdd-af48-8a31ceb78d49,21:00:00,24:00:00,3600,0
643f5699-196d-47f0-ae26-c597efbca18b,17:00:00,18:00:00,1200,0
d42cb324-0bbe-448e-b5dc-ad6bf1d9b995,18:00:00,22:00:00,1800,0
b0acdeee-e381-48db-bc52-39c15f92a3cc,12:00:00,13:00:00,900,0
dc3985df-9661-4afa-88fa-e129812fa2d6,21:00:00,23:00:00,1800,0
3490ed16-2e0c-4bf1-b233-a668f0b4791d,14:00:00,17:00:00,900,0
1a3eba83-5e4b-4407-9e54-3da98f24ae6d,17:00:00,18:00:00,1200,0
9b470c0a-58b8-4dc0-ba36-aa8a9789d31f,20:00:00,22:30:00,1800,0
61abfac5-6d40-4d47-867e-cf483378600d,14:00:00,25:00:00,3600,0
fc24bb07-6860-4a15-8b38-38fbbc3cee12,22:00:00,23:00:00,1200,0
8f56e38a-4e43-47b9-a2ef-c8a5179040a0,23:00:00,27:00:00,3600,0
c07e4648-694f-4fe4-b614-84097774bd46,18:00:00,20:00:00,900,0
4192813e-c5a9-4338-a9ed-7756dccffe8b,09:00:00,11:00:00,1200,0
6a99c22e-03e2-4cf8-a6e0-88ed3ef08319,07:00:00,08:00:00,1200,0
4ec7538b-c26c-4e20-979c-4ed997853ca5,15:00:00,17:00:00,1800,0
1e1db7d8-7e2c-498d-873a-be2c5763f495,03:00:00,05:00:00,3600,0
0f5fa7f8-ea3a-472c-8b66-2a271d696d5e,14:00:00,16:00:00,1800,0
964dc417-8a87-4034-bd7e-08110df0057f,18:00:00,21:00:00,1200,0
ba997b86-f2c0-40a0-a5f3-113425b18428,17:00:00,20:00:00,1200,0
6ec04952-a9d4-4ea4-ab9b-14c8f589b584,04:00:00,05:00:00,3600,0
2eedad72-5a60-4dba-852f-6e4388b58592,12:00:00,15:00:00,1800,0
751d4199-8c7f-4bfa-9d74-31f2a4510072,05:00:00,05:48:00,480,0
e1da0faa-ae04-439c-92ae-50b9608477d6,09:00:00,13:00:00,1200,0
d6e0d004-f165-4549-bd44-f21460f366cc,20:00:00,22:00:00,1800,0
e14882b9-32af-477c-97e8-1a7bad4915ee,06:48:00,07:00:00,720,0
465769e6-59de-4113-86cd-248259a0d3d2,19:00:00,20:00:00,900,0
f5466868-b0b2-479f-81e6-a2f5720f08c7,18:00:00,21:18:00,1080,0
2093029c-2643-4b8c-ad8e-03c9c5410293,21:00:00,23:00:00,1200,0
615e6030-f339-4f96-8a94-a9376a42dc71,05:00:00,06:00:00,900,0
52f2f155-432f-41a3-8ac8-e53f1d46b150,08:45:00,09:00:00,900,0
85c258cb-b86b-44a1-8765-eff5a828ce18,06:00:00,08:45:00,660,0
26fc03d8-c81a-445e-93b8-0557e21e95f0,10:00:00,13:00:00,720,0
84aac5f8-5bcd-4c02-b28b-4e4dd761505b,13:00:00,14:00:00,1200,0
87204d41-2506-4ec0-843b-e8297b3995a4,17:00:00,18:00:00,600,0
8e02690e-c9f0-4f55-aa56-6b5c25bb7ade,09:00:00,10:00:00,1200,0
c726c9ca-8954-41a5-af2d-f51fc402c06d,10:00:00,13:00:00,900,0
51baf20b-df8d-4c4b-b1c4-7e82b89d58ea,09:00:00,10:00:00,1200,0
2ee91e7b-df74-4455-81f6-d202c6c45143,18:00:00,19:00:00,900,0
537c55a3-db7b-4875-a070-7357e9cd0783,19:00:00,20:00:00,1200,0
00dca9fc-35c3-4711-98e5-577600ea9cc7,23:00:00,28:00:00,3600,0
590149f5-60b3-463c-b531-8227314e368d,25:00:00,26:00:00,1800,0
adc419d9-8ff3-44d9-8c41-3a49352f759c,17:40:00,20:00:00,600,0
580d4b7f-fcf9-404b-b768-561cdb4338c2,07:40:00,09:16:00,2880,0
49170ba7-ff52-4447-98b9-e88c3633e859,10:27:00,13:54:00,4140,0
8da687b1-b54e-45a4-a081-fedeea39c4ff,05:00:00,06:00:00,1800,0
7c0c0592-e4b0-4372-a72e-bbb8211cd6d9,23:00:00,24:00:00,1800,0
7c2f4d27-992e-45cd-b555-0c5d50ad701c,25:00:00,28:00:00,3600,0
a35b4b99-f6ae-42d3-b92b-7644fe09a110,24:00:00,25:00:00,1800,0
3abaf271-f7e7-4834-95bc-06c544ec3ae3,20:00:00,21:00:00,1200,0
7de1a1c5-0ee5-44ce-88b9-81e250264688,05:00:00,09:00:00,720,0
2f4e74c0-6d52-448a-a558-8f50094032b8,04:00:00,05:00:00,1200,0
201794de-f466-43c8-b91d-d8362509b7a5,15:00:00,17:00:00,900,0
e9d94476-60a9-417b-b176-4c97bf04ba3a,22:00:00,25:00:00,3600,0
26c9ccc6-6e20-4b2f-9423-041aa8c842cc,06:00:00,07:00:00,1800,0
68413115-d087-49da-b963-50c634eb68f9,05:00:00,05:48:00,480,0
